Date,Open,High,Low,Close,Volume,Adjclose
2014-11-08,395,395,371,373,3530290,372.9254
2014-11-09,372,375,370,373,857160,372.9254
2014-11-10,373,385,373,380,2188228,379.924
2014-11-11,375,382,371,372,1434153,371.9256
2014-11-12,372,380,370,372,1199336,371.9256
2014-11-15,371,371,353,353,1573216,352.9294
2014-11-16,357,365,355,358,1917483,357.9284
2014-11-17,360,361,352,357,1669957,356.9286
2014-11-18,351,358,340,340,2401408,339.932
2014-11-19,340,351,339,341,1203644,340.9318
2014-11-22,339,344,333,336,2493453,335.9328
2014-11-23,339,348,336,338,3082602,337.9324
2014-11-24,346,356,343,347,3477641,346.9306
2014-11-25,331,341,331,331,1895956,330.9338
2014-11-26,326,339,326,335,1633648,334.933
2014-11-29,339,340,320,324,2101165,323.9352
2014-11-30,325,332,313,321,1716581,320.9358
2014-12-01,320,322,306,317,870905,316.9366
2014-12-02,318,320,302,304,1583658,303.9392
2014-12-03,304,310,300,304,1736601,303.9392
2014-12-06,305,313,295,298,1554474,297.9404
2014-12-07,297,300,286,288,2400668,287.9424
2014-12-08,292,300,285,296,3573814,295.9408
2014-12-09,300,300,292,296,1291641,295.9408
2014-12-24,280,280,262,274,1369816,273.9452
2014-12-27,269,274,261,266,4786829,265.9468
2014-12-28,265,274,265,272,2173189,271.9456
2014-12-29,276,276,265,265,1343346,264.947
2014-12-30,264,265,258,260,1165062,259.948
2014-12-31,256,258,251,252,873780,251.9496
2015-01-03,254,262,249,249,694600,248.9502
2015-01-04,254,254,244,245,1162847,244.951
2015-01-05,243,243,240,241,1163813,240.9518
2015-01-06,241,241,233,233,1199475,232.9534
2015-01-07,230,234,227,228,966870,227.9544
2015-01-10,225,227,218,218,1255766,217.9564
2015-01-11,217,217,208,215,1857296,214.957
2015-01-12,215,221,215,221,1828545,220.9558
2015-01-13,225,225,210,210,3206579,209.958
2015-01-14,213,214,205,206,1950658,205.9588
2015-01-17,209,218,209,218,3529934,217.9564
2015-01-18,223,223,209,214,1061961,213.9572
2015-01-19,213,216,205,209,882593,208.9582
2015-01-20,199,204,199,199,4082816,198.9602
2015-01-21,197,197,189,192,1109504,191.9616
2015-01-24,192,196,186,194,654378,193.9612
2015-01-25,192,200,188,188,830489,187.9624
2015-01-26,193,193,189,193,550697,192.9614
2015-01-27,193,201,193,201,848920,200.9598
2015-01-28,202,208,202,208,4119644,207.9584
2015-01-31,212,218,212,218,1050907,217.9564
2015-02-01,229,229,224,229,4689055,228.9542
2015-02-02,231,238,219,223,1393423,222.9554
2015-02-03,219,230,219,222,1019741,221.9556
2015-02-04,227,235,227,232,2185615,231.9536
2015-02-07,227,244,225,244,2759414,243.9512
2015-02-08,250,250,230,235,2839706,234.953
2015-02-09,234,237,227,227,813369,226.9546
2015-02-10,226,226,217,222,1491316,221.9556
2015-02-14,220,230,219,224,557584,223.9552
2015-02-15,220,222,215,216,848693,215.9568
2015-02-16,219,222,213,215,594537,214.957
2015-02-17,217,217,209,214,1266725,213.9572
2015-02-18,214,215,204,207,1081632,206.9586
2015-02-21,206,211,202,202,2484264,201.9596
2015-02-22,200,201,195,195,7005763,194.961
2015-03-15,187,195,187,194,4022911,193.9612
2015-03-16,193,198,190,198,4381661,197.9604
2015-03-17,199,200,193,194,1244995,193.9612
2015-03-18,195,206,195,206,2185557,205.9588
2015-03-25,210,216,209,215,1909399,214.957
2015-03-28,216,222,209,218,1417958,217.9564
2015-03-29,223,225,217,219,2603886,218.9562
2015-03-30,211,222,209,209,4163531,208.9582
2015-03-31,207,214,204,206,762314,205.9588
2015-04-04,219,219,219,219,23916,218.9562
2015-04-05,230,230,230,230,352317,229.954
2015-04-06,239,239,219,221,5721574,220.9558
2015-04-07,216,227,216,216,2179957,215.9568
2015-04-08,214,225,214,218,1235714,217.9564
2015-04-11,217,218,208,209,1584166,208.9582
2015-04-12,207,207,200,201,1583743,200.9598
2015-04-13,202,207,195,206,1938501,205.9588
2015-04-14,209,209,203,203,1185828,202.9594
2015-04-15,207,207,199,201,1538593,200.9598
2015-04-18,196,212,196,212,5065925,211.9576
2015-04-19,218,218,218,218,700128,217.9564
2015-04-20,229,229,224,229,26105323,228.9542
2015-04-21,230,236,220,223,4265863,222.9554
2015-04-22,222,225,217,224,3721396,223.9552
2015-04-25,224,231,224,231,17938261,230.9538
2015-04-26,239,243,235,243,15905379,242.9514
2015-04-27,245,252,233,245,11038697,244.951
2015-04-28,244,256,241,243,5277101,242.9514
2015-04-29,248,249,237,241,2994101,240.9518
2015-05-03,245,245,231,231,3277948,230.9538
2015-05-04,230,234,222,222,3369366,221.9556
2015-05-05,213,224,211,211,3384297,210.9578
2015-05-06,211,226,211,226,1778305,225.9548
2015-05-09,233,233,217,217,3835827,216.9566
2015-05-10,221,222,215,215,2513906,214.957
2015-05-11,216,225,215,220,1502053,219.956
2015-05-12,225,227,220,221,1172820,220.9558
2015-05-13,220,227,217,221,1190367,220.9558
2015-05-17,224,224,210,213,1419694,212.9574
2015-05-18,213,222,213,217,955829,216.9566
2015-05-19,219,223,215,215,1007216,214.957
2015-05-20,217,222,216,216,1051483,215.9568
2015-05-23,217,230,216,230,6786463,229.954
2015-05-24,238,240,234,240,7691292,239.952
2015-06-08,245,256,244,252,21791052,251.9496
2015-06-09,256,261,243,245,9266735,244.951
2015-06-10,247,252,240,249,4194321,248.9502
2015-06-13,252,255,247,250,3952862,249.95
2015-06-14,248,254,241,242,2807684,241.9516
2015-06-15,244,247,237,242,1646439,241.9516
2015-06-16,240,255,240,254,4970161,253.9492
2015-06-17,256,264,254,263,13550573,262.9474
2015-06-20,265,272,261,263,4935219,262.9474
2015-06-21,264,271,256,264,3395374,263.9472
2015-06-22,265,278,264,278,10503635,277.9444
2015-06-23,288,291,288,291,24869331,290.9418
2015-06-24,293,303,288,292,15503655,291.9416
2015-06-27,293,306,292,293,11890770,292.9414
2015-06-28,290,294,284,284,3724313,283.9432
2015-06-29,275,292,271,287,12011697,286.9426
2015-06-30,292,293,286,293,9906027,292.9414
2015-07-01,296,302,290,298,10364169,297.9404
2015-07-04,304,310,301,307,11072497,306.9386
2015-07-05,306,306,290,290,13204486,289.942
2015-07-06,289,294,280,283,12262456,282.9434
2015-07-07,285,294,285,286,11136774,285.9428
2015-07-11,275,282,275,279,14040354,278.9442
2015-07-12,279,284,270,272,11489511,271.9456
2015-07-13,284,288,276,277,9761509,276.9446
2015-07-14,282,289,268,283,11788837,282.9434
2015-07-15,281,281,266,268,5301680,267.9464
2015-07-27,252,257,243,246,4287087,245.9508
2015-07-28,249,258,243,254,5123982,253.9492
2015-07-29,258,262,256,260,12210098,259.948
2015-08-01,262,268,256,258,3031582,257.9484
2015-08-02,256,258,250,251,4417441,250.9498
2015-08-03,255,256,244,246,3592543,245.9508
2015-08-04,245,258,243,254,6545052,253.9492
2015-08-05,257,261,252,256,4377094,255.9488
2015-08-08,269,269,269,269,653041,268.9462
2015-08-09,283,283,281,283,73042681,282.9434
2015-08-10,284,286,278,278,15512508,277.9444
2015-08-12,278,281,276,278,6777234,277.9444
2015-08-15,276,276,264,271,7450180,270.9458
2015-08-16,272,279,268,274,3591744,273.9452
2015-08-17,275,275,265,265,2419099,264.947
2015-08-18,265,267,261,261,3671786,260.9478
2015-08-19,264,268,259,261,3683619,260.9478
2015-08-22,266,266,254,254,3293882,253.9492
2015-08-23,255,256,248,254,4127102,253.9492
2015-08-24,255,262,250,259,4043179,258.9482
2015-08-25,258,258,246,248,5460238,247.9504
2015-08-26,248,253,244,247,2668171,246.9506
2015-08-29,248,256,248,252,1907742,251.9496
2015-08-30,249,250,246,248,2281142,247.9504
2015-08-31,250,250,245,247,1181683,246.9506
2015-09-01,248,254,246,249,1683604,248.9502
2015-09-02,249,252,246,250,2268222,249.95
2015-09-05,253,261,253,261,4557775,260.9478
2015-09-06,261,264,255,256,3225105,255.9488
2015-09-09,236,241,230,239,8344047,238.9522
2015-09-12,235,241,224,224,11738687,223.9552
2015-09-13,222,224,217,217,5310355,216.9566
2015-09-14,214,214,207,207,6677067,206.9586
2015-09-15,201,215,199,213,9156987,212.9574
2015-09-16,215,216,212,216,2071771,215.9568
2015-09-19,221,221,211,213,6746344,212.9574
2015-09-20,216,217,205,206,5315970,205.9588
2015-09-21,204,207,196,207,2764869,206.9586
2015-09-22,204,210,204,210,2053882,209.958
2015-09-23,213,218,211,214,2316726,213.9572
2015-09-26,216,216,206,207,1875634,206.9586
2015-09-27,206,208,197,205,6197734,204.959
2015-09-28,202,211,202,207,1886571,206.9586
2015-09-29,206,213,206,209,2415571,208.9582
2015-09-30,211,212,207,210,2453582,209.958
2015-10-03,210,214,205,210,3829850,209.958
2015-10-04,208,218,205,218,5449644,217.9564
2015-10-05,219,225,219,223,3878106,222.9554
2015-10-06,222,224,216,222,2857747,221.9556
2015-10-07,224,227,220,224,4702721,223.9552
2015-10-10,228,230,224,226,3277584,225.9548
2015-10-11,227,228,223,227,2668134,226.9546
2015-10-12,224,231,223,230,1561722,229.954
2015-10-13,230,237,227,236,2220677,235.9528
2015-10-14,238,245,237,240,4567406,239.952
2015-10-17,241,247,236,239,7156952,238.9522
2015-10-18,241,243,229,232,6969024,231.9536
2015-10-19,234,241,230,231,5199559,230.9538
2015-10-20,236,236,226,228,2600925,227.9544
2015-10-21,224,234,222,227,2099028,226.9546
2015-10-25,221,221,216,216,1622476,215.9568
2015-10-26,211,221,207,221,4661608,220.9558
2015-10-27,219,226,219,226,3868098,225.9548
2015-10-28,227,230,224,228,2344584,227.9544
2015-10-31,230,231,223,227,2270546,226.9546
2015-11-01,229,238,226,234,8291949,233.9532
2015-11-02,233,241,231,237,5255219,236.9526
2015-11-03,238,247,238,241,6966601,240.9518
2015-11-04,242,256,239,256,10045921,255.9488
2015-11-07,258,263,252,256,13516222,255.9488
2015-11-08,257,261,247,250,9130495,249.95
2015-11-09,252,265,247,265,16086509,264.947
2015-11-10,268,274,266,267,12622873,266.9466
2015-11-11,269,269,257,259,14836635,258.9482
2015-11-14,262,266,252,257,6149703,256.9486
2015-11-15,259,271,259,267,11372549,266.9466
2015-11-16,269,272,260,261,7783375,260.9478
2015-11-17,265,265,254,257,6604015,256.9486
2015-11-18,258,265,255,263,4140585,262.9474
2015-11-21,261,274,261,274,17138464,273.9452
2015-11-22,274,279,272,274,9402130,273.9452
2015-11-23,277,277,266,268,6462847,267.9464
2015-11-24,269,269,261,262,4397291,261.9476
2015-11-25,261,262,256,257,6029621,256.9486
2015-11-28,255,261,254,261,4435686,260.9478
2015-11-29,265,265,258,258,2989180,257.9484
2015-11-30,258,261,256,257,1614979,256.9486
2015-12-01,259,259,255,256,3614792,255.9488
2015-12-05,258,262,257,258,2727086,257.9484
2015-12-06,257,258,249,251,4399635,250.9498
2015-12-07,252,254,247,247,3886330,246.9506
2015-12-08,252,254,247,252,2453260,251.9496
2015-12-09,253,261,251,259,3814967,258.9482
2015-12-13,261,261,254,258,1997973,257.9484
2015-12-14,259,264,258,262,2452469,261.9476
2015-12-15,262,266,259,262,3020129,261.9476
2015-12-16,264,265,255,255,3003555,254.949
2015-12-19,259,259,245,248,4323798,247.9504
2015-12-20,247,251,241,248,4085544,247.9504
2015-12-21,250,252,247,251,2256613,250.9498
2015-12-22,248,263,246,263,5347946,262.9474
2015-12-23,269,269,262,267,33012351,266.9466
2015-12-26,267,275,262,269,13208280,268.9462
2015-12-27,272,280,272,274,6628222,273.9452
2015-12-28,274,277,269,270,5719329,269.946
2015-12-30,269,276,266,268,7406872,267.9464
2016-01-02,270,270,261,263,5065008,262.9474
2016-01-03,261,272,259,266,6746644,265.9468
2016-01-04,265,272,264,265,4185523,264.947
2016-01-05,261,271,256,264,16260616,263.9472
2016-01-06,269,270,260,261,12114732,260.9478
2016-01-09,263,263,256,256,8813397,255.9488
2016-01-10,258,262,254,254,7500547,253.9492
2016-01-11,258,262,252,254,12979022,253.9492
2016-01-12,254,256,245,248,17364931,247.9504
2016-01-13,247,256,244,249,13424966,248.9502
2016-01-16,256,256,244,245,17400633,244.951
2016-01-17,249,249,235,235,24315052,234.953
2016-01-18,233,237,227,235,18873981,234.953
2016-01-19,232,239,228,230,17020932,229.954
2016-01-20,228,244,222,244,18559092,243.9512
2016-01-23,248,249,241,249,19705828,248.9502
2016-01-24,249,260,248,260,26763801,259.948
2016-01-25,267,270,262,270,39859198,269.946
2016-01-26,264,272,256,256,43429891,255.9488
2016-01-27,256,261,249,249,21366916,248.9502
2016-01-30,252,259,246,248,8196841,247.9504
2016-01-31,252,252,242,243,14139144,242.9514
2016-02-01,247,256,244,248,22958788,247.9504
2016-02-02,263,263,256,263,54029536,262.9474
2016-02-03,276,276,276,276,10389202,275.9448
2016-02-06,289,289,289,289,820927,288.9422
2016-02-07,304,304,304,304,1564618,303.9392
2016-02-08,319,319,319,319,1881475,318.9362
2016-02-09,334,334,322,334,52738459,333.9332
2016-02-10,348,351,339,344,57271641,343.9312
2016-02-13,367,367,367,367,401575,366.9266
2016-02-14,385,385,385,385,14977147,384.923
2016-02-15,405,405,394,405,155762410,404.919
2016-02-16,412,423,404,414,90050264,413.9172
2016-02-17,416,427,404,408,44997262,407.9184
2016-02-20,417,435,400,417,53948801,416.9166
2016-02-21,425,447,407,447,38311558,446.9106
2016-02-22,456,456,441,456,61682934,455.9088
2016-02-23,456,471,435,448,48503638,447.9104
2016-02-24,450,458,436,436,22819493,435.9128
2016-03-09,343,343,315,319,75057357,318.9362
2016-03-16,312,312,312,312,1463477,311.9376
2016-03-26,297,328,297,328,33708168,327.9344
2016-03-27,327,329,317,329,23528952,328.9342
2016-03-28,333,339,322,329,17142740,328.9342
2016-03-29,326,331,317,317,17493967,316.9366
2016-03-30,316,333,311,327,26857608,326.9346
2016-04-02,332,341,326,331,18637940,330.9338
2016-04-03,336,337,320,327,13025003,326.9346
2016-04-04,341,343,336,343,75552788,342.9314
2016-04-05,345,350,331,334,26049791,333.9332
2016-04-06,337,354,331,344,53971431,343.9312
2016-04-09,345,363,343,358,54297072,357.9284
2016-04-10,362,370,349,349,35529419,348.9302
2016-04-11,354,354,340,344,19905859,343.9312
2016-04-12,338,344,327,327,25913149,326.9346
2016-04-13,321,325,317,317,9500705,316.9366
2016-04-16,310,316,303,303,7947781,302.9394
2016-04-17,290,303,290,301,48761924,300.9398
2016-04-18,309,309,309,309,3612825,308.9382
2016-04-19,324,324,310,324,40570081,323.9352
2016-04-20,331,339,327,339,40300367,338.9322
2016-04-23,336,340,324,325,12404982,324.935
2016-04-24,320,339,320,336,18554260,335.9328
2016-04-25,339,345,336,341,37686390,340.9318
2016-04-26,345,361,338,361,73721764,360.9278
2016-04-27,365,370,350,353,46757531,352.9294
2016-04-30,358,365,343,347,27584132,346.9306
2016-05-01,347,354,337,337,30745412,336.9326
2016-05-02,339,356,330,356,63818471,355.9288
2016-05-03,359,365,352,352,25394675,351.9296
2016-05-04,358,360,348,351,11202384,350.9298
2016-05-07,352,360,340,345,17044481,344.931
2016-05-08,341,349,337,337,12431429,336.9326
2016-05-09,341,347,333,339,8399740,338.9322
2016-05-10,344,357,326,357,44756692,356.9286
2016-05-11,364,364,349,364,132353476,363.9272
2016-05-14,378,380,376,380,81650926,379.924
2016-05-15,398,398,388,393,153791361,392.9214
2016-05-16,388,402,378,380,71317068,379.924
2016-05-17,384,409,384,407,125509368,406.9186
2016-05-18,403,411,392,400,40928333,399.92
2016-05-21,404,415,399,404,20210871,403.9192
2016-05-23,403,412,400,404,24520330,403.9192
2016-05-24,407,407,391,393,19615286,392.9214
2016-05-25,393,402,381,384,26385606,383.9232
2016-05-28,382,403,382,392,22615665,391.9216
2016-05-29,397,406,387,389,12716862,388.9222
2016-05-30,399,412,392,400,37043211,399.92
2016-05-31,403,405,391,392,10497790,391.9216
2016-06-01,392,398,390,395,12688139,394.921
2016-06-05,403,407,397,397,16579541,396.9206
2016-06-06,397,400,386,386,20285409,385.9228
2016-06-07,388,402,386,391,31961740,390.9218
2016-06-08,391,394,382,385,18429832,384.923
2016-06-11,384,384,366,366,16580782,365.9268
2016-06-12,357,359,350,350,47499748,349.93
2016-06-13,357,360,339,345,17417828,344.931
2016-06-18,345,352,334,334,11277903,333.9332
2016-06-19,339,343,323,323,8782078,322.9354
2016-06-20,318,323,314,314,35025960,313.9372
2016-06-21,314,331,307,331,23251354,330.9338
2016-06-22,331,338,326,338,9818337,337.9324
2016-06-25,333,338,319,319,16971117,318.9362
2016-06-26,313,339,311,339,31262335,338.9322
2016-06-28,347,347,345,347,6490954,346.9306
2016-06-29,348,363,337,345,35388367,344.931
2016-07-02,352,361,341,341,13069035,340.9318
2016-07-03,345,356,341,345,10635615,344.931
2016-07-04,344,357,339,347,15194202,346.9306
2016-07-05,353,358,346,351,11317876,350.9298
2016-07-09,349,349,335,335,8223166,334.933
2016-07-10,330,337,321,323,17567984,322.9354
2016-07-11,317,324,309,316,22448688,315.9368
2016-07-12,313,325,307,310,16098324,309.938
2016-07-13,314,319,306,317,10617933,316.9366
2016-07-16,313,326,313,318,9570251,317.9364
2016-07-17,321,328,313,313,15604523,312.9374
2016-07-18,316,317,308,308,12560321,307.9384
2016-07-25,325,330,312,316,15015817,315.9368
2016-07-26,317,319,312,314,7908826,313.9372
2016-07-27,315,325,313,315,11072378,314.937
2016-07-31,319,320,310,311,7984556,310.9378
2016-08-01,313,318,309,311,7591439,310.9378
2016-08-02,315,328,313,328,23859861,327.9344
2016-08-03,323,333,317,318,17367569,317.9364
2016-08-06,320,338,316,326,45663559,325.9348
2016-08-07,338,345,330,331,14164141,330.9338
2016-08-08,331,334,323,329,10027786,328.9342
2016-08-09,326,341,326,338,15249461,337.9324
2016-08-10,340,345,336,337,10382540,336.9326
2016-08-13,335,341,329,338,11052779,337.9324
2016-08-14,340,341,330,331,8905363,330.9338
2016-08-15,330,339,328,332,12354320,331.9336
2016-08-16,331,344,330,336,25494035,335.9328
2016-08-17,339,339,329,330,15714430,329.934
2016-08-20,331,336,325,326,8034435,325.9348
2016-08-21,325,333,322,323,20789910,322.9354
2016-08-22,326,331,323,323,8699177,322.9354
2016-08-23,324,329,321,322,3837303,321.9356
2016-08-24,321,325,319,320,6421171,319.936
2016-08-27,337,337,334,337,37610404,336.9326
2016-08-28,340,343,328,329,19422685,328.9342
2016-08-29,327,333,327,328,6417214,327.9344
2016-08-30,330,330,320,324,4760037,323.9352
2016-08-31,323,325,316,318,7091202,317.9364
2016-09-03,318,326,314,317,4269997,316.9366
2016-09-04,320,320,313,315,5660738,314.937
2016-09-05,314,318,313,316,5219588,315.9368
2016-09-06,317,324,316,317,9922375,316.9366
2016-09-07,320,323,313,315,7915212,314.937
2016-09-10,313,316,310,311,6041822,310.9378
2016-09-11,311,313,309,310,7125979,309.938
2016-09-13,309,312,298,303,12192585,302.9394
2016-09-14,302,317,299,313,14567013,312.9374
2016-09-17,318,327,317,327,18206655,326.9346
2016-09-18,330,336,327,329,14096453,328.9342
2016-09-19,331,337,326,329,10750102,328.9342
2016-09-21,334,347,331,339,60649576,338.9322
2016-09-24,341,354,338,338,23875167,337.9324
2016-09-25,338,343,333,336,15766937,335.9328
2016-09-26,337,344,336,339,11825536,338.9322
2016-09-27,342,345,338,340,13174418,339.932
2016-09-28,343,355,339,353,21159296,352.9294
2016-10-01,357,361,348,350,13068934,349.93
2016-10-02,352,352,344,346,10729110,345.9308
2016-10-03,349,352,343,345,13087483,344.931
2016-10-04,345,349,339,339,13777850,338.9322
2016-10-05,345,345,337,338,10682087,337.9324
2016-10-08,337,351,337,347,15723285,346.9306
2016-10-09,347,354,346,352,12070713,351.9296
2016-10-10,353,363,349,361,19915759,360.9278
2016-10-15,364,365,351,354,10426190,353.9292
2016-10-16,354,357,345,345,9390411,344.931
2016-10-17,349,358,347,354,13961177,353.9292
2016-10-18,354,358,351,351,5715503,350.9298
2016-10-19,358,358,349,351,7710776,350.9298
2016-10-22,352,352,341,343,11040265,342.9314
2016-10-23,345,358,343,354,16095672,353.9292
2016-10-24,356,356,347,351,7997255,350.9298
2016-10-25,352,370,352,370,35381353,369.926
2016-10-26,382,384,372,376,60152214,375.9248
2016-10-29,383,392,375,376,26055632,375.9248
2016-10-30,377,377,366,369,15371969,368.9262
2016-10-31,367,372,363,365,15081992,364.927
2016-11-01,365,376,365,367,10929534,366.9266
2016-11-02,370,371,363,365,32010580,364.927
2016-11-05,373,379,365,366,19386026,365.9268
2016-11-06,366,370,353,353,21542289,352.9294
2016-11-07,349,357,347,352,12219054,351.9296
2016-11-08,353,363,353,360,11406902,359.928
2016-11-09,341,351,340,348,24547174,347.9304
2016-11-12,352,359,349,350,19369783,349.93
2016-11-13,351,358,349,351,8565864,350.9298
2016-11-14,351,353,347,352,9884573,351.9296
2016-11-15,356,365,352,364,21177529,363.9272
2016-11-16,365,372,360,362,21635202,361.9276
2016-11-19,357,359,353,353,9946533,352.9294
2016-11-21,358,358,350,352,6661333,351.9296
2016-11-22,356,368,353,358,11006063,357.9284
2016-11-23,365,365,356,358,8708871,357.9284
2016-11-26,359,363,356,356,6614120,355.9288
2016-11-27,362,362,354,356,3325951,355.9288
2016-11-29,356,356,349,351,8423401,350.9298
2016-12-03,349,349,336,344,10639583,343.9312
2016-12-04,349,352,343,344,11066533,343.9312
2016-12-05,339,346,335,339,9750906,338.9322
2016-12-06,341,345,336,337,7996090,336.9326
2016-12-07,340,343,338,338,7993748,337.9324
2016-12-10,341,347,337,337,8492579,336.9326
2016-12-11,343,343,333,335,4744851,334.933
2016-12-12,338,338,328,333,7501811,332.9334
2016-12-13,331,333,322,323,7383323,322.9354
2016-12-14,326,343,324,343,25827975,342.9314
2016-12-18,346,352,341,343,13039764,342.9314
2016-12-19,345,347,337,338,6424139,337.9324
2016-12-20,339,340,329,329,6518037,328.9342
2016-12-21,333,346,333,340,6267270,339.932
2016-12-24,344,348,334,339,5277607,338.9322
2016-12-25,339,344,336,338,7819390,337.9324
2016-12-26,344,345,336,340,5288837,339.932
2016-12-27,337,340,329,331,5629839,330.9338
2016-12-28,339,345,339,345,10482951,344.931
2016-12-31,344,347,340,340,5499665,339.932
2017-01-01,340,341,337,338,3154420,337.9324
2017-01-02,337,341,333,335,5340247,334.933
2017-01-03,340,341,333,337,4821743,336.9326
2017-01-04,337,343,335,338,9454316,337.9324
2017-01-07,340,345,340,341,11356300,340.9318
2017-01-08,345,360,342,360,21424344,359.928
2017-01-09,358,363,352,357,12045592,356.9286
2017-01-11,358,358,347,351,7816806,350.9298
2017-04-15,467,513,459,462,573584004,461.9076
2017-04-16,467,467,452,452,61597201,451.9096
2017-04-17,432,472,432,465,340623482,464.907
2017-04-18,464,472,453,463,155367253,462.9074
2017-04-19,469,469,447,449,130770151,448.9102
2017-04-22,453,462,445,447,112438121,446.9106
2017-04-23,449,449,434,435,101303547,434.913
2017-04-24,440,447,433,442,44972690,441.9116
2017-04-26,443,443,433,434,66364869,433.9132
2017-04-29,437,437,424,430,86381496,429.914
2017-04-30,431,450,425,450,62376274,449.91
2017-05-01,460,464,445,447,79413650,446.9106
2017-05-02,452,452,434,435,55766294,434.913
2017-05-03,442,448,432,442,45820412,441.9116
2017-05-06,444,446,434,440,51622027,439.912
2017-05-07,447,453,437,442,50460825,441.9116
2017-05-08,445,445,435,436,40296626,435.9128
2017-05-09,438,445,432,437,48911278,436.9126
2017-05-10,442,446,438,440,36187374,439.912
2017-05-13,441,442,432,435,42110841,434.913
2017-05-14,436,438,427,429,35889883,428.9142
2017-05-15,431,433,426,431,26371879,430.9138
2017-05-16,431,437,428,430,28363379,429.914
2017-05-17,433,434,429,431,38043355,430.9138
2017-05-20,438,443,432,435,41168350,434.913
2017-05-21,435,435,428,429,31985042,428.9142
2017-05-22,432,447,430,436,48360105,435.9128
2017-05-23,440,440,434,435,23536746,434.913
2017-05-24,436,443,435,440,38071426,439.912
2017-05-27,441,442,434,435,36687312,434.913
2017-05-28,434,439,426,426,46564360,425.9148
2017-05-29,429,434,426,429,23255478,428.9142
2017-05-30,429,431,419,422,40164523,421.9156
2017-05-31,427,430,419,420,30641650,419.916
2017-06-03,422,424,412,415,37471692,414.917
2017-06-06,416,416,402,404,44023488,403.9192
2017-06-07,399,407,387,393,76674854,392.9214
2017-06-10,399,400,388,388,23172981,387.9224
2017-06-11,391,391,376,381,37961428,380.9238
2017-06-12,382,382,370,371,26228674,370.9258
2017-06-13,372,392,365,392,52272177,391.9216
2017-06-14,397,401,390,401,26625118,400.9198
2017-06-17,414,414,399,401,35170751,400.9198
2017-06-18,401,401,386,387,19602800,386.9226
2017-06-19,388,388,378,381,15590305,380.9238
2017-06-20,379,393,378,381,16391645,380.9238
2017-06-21,387,387,380,380,22412152,379.924
2017-06-24,379,392,379,384,21700668,383.9232
2017-06-25,387,393,385,386,23129859,385.9228
2017-06-28,386,391,378,381,24433105,380.9238
2017-07-01,381,387,378,381,15661215,380.9238
2017-07-02,380,381,371,373,21705474,372.9254
2017-07-03,376,392,368,380,41783637,379.924
2017-07-04,383,384,373,373,20344812,372.9254
2017-07-05,376,381,372,379,25656175,378.9242
2017-07-08,378,378,370,372,23945748,371.9256
2017-07-09,371,378,370,371,28299890,370.9258
2017-07-10,378,391,378,391,90623663,390.9218
2017-07-11,395,400,384,385,26317311,384.923
2017-07-12,388,405,388,404,92549507,403.9192
2017-07-15,406,415,406,413,75921183,412.9174
2017-07-16,415,423,410,420,132199041,419.916
2017-08-01,437,437,416,421,115443940,420.9158
2017-08-02,418,429,413,425,66146583,424.915
2017-08-06,423,429,416,416,24420335,415.9168
2017-08-07,418,419,405,415,46704434,414.917
2017-08-08,419,431,412,431,68674503,430.9138
2017-08-09,438,443,432,434,55873905,433.9132
2017-08-12,434,442,426,432,42768861,431.9136
2017-08-13,428,435,422,424,22553879,423.9152
2017-08-14,426,431,421,425,26035259,424.915
2017-08-15,422,432,422,426,36347309,425.9148
2017-08-16,427,440,424,437,52456539,436.9126
2017-08-19,438,447,435,443,47966010,442.9114
2017-08-20,443,448,436,442,34313335,441.9116
2017-08-21,442,454,442,450,48397702,449.91
2017-08-22,453,458,445,446,34111708,445.9108
2017-08-23,448,452,445,450,57104304,449.91
2017-08-26,453,458,449,454,43990692,453.9092
2017-08-27,455,456,448,448,34532536,447.9104
2017-08-28,450,473,447,473,116621066,472.9054
2017-08-29,476,485,474,485,96947889,484.903
2017-08-30,502,507,490,493,204196613,492.9014
2017-09-02,488,518,488,495,55164329,494.901
2017-09-03,501,506,488,488,46109233,487.9024
2017-09-04,488,491,476,484,41349004,483.9032
2017-09-05,486,500,473,475,69255535,474.905
2017-09-06,480,483,468,472,30456181,471.9056
2017-09-10,464,475,454,457,44792649,456.9086
2017-09-11,454,463,450,456,23390394,455.9088
2017-09-12,459,478,454,477,46498618,476.9046
2017-09-13,480,490,478,479,39887815,478.9042
2017-09-16,486,487,475,480,23357793,479.904
2017-09-17,477,486,477,480,29749413,479.904
2017-09-18,483,496,481,492,32459466,491.9016
2017-09-19,494,511,494,500,51969358,499.9
2017-09-20,502,502,486,490,23373182,489.902
2017-09-27,505,509,494,496,54990958,495.9008
2017-10-02,490,490,478,478,87064304,477.9044
2017-10-03,469,473,456,459,49391784,458.9082
2017-10-04,460,475,460,466,45907326,465.9068
2017-10-07,468,468,445,445,33181570,444.911
2017-10-08,445,445,426,427,60093715,426.9146
2017-10-09,432,446,425,438,33751536,437.9124
2017-10-10,435,441,431,433,16005474,432.9134
2017-10-11,431,437,424,434,21871324,433.9132
2017-10-14,437,448,431,435,75769947,434.913
2017-10-15,433,437,426,427,37220358,426.9146
2017-10-16,427,440,427,433,23347008,432.9134
2017-10-17,431,436,429,431,31299096,430.9138
2017-10-18,435,443,432,439,38925304,438.9122
2017-10-21,445,459,445,459,93485669,458.9082
